Registration Number,Registration Via,Card Number,STID Number,Plat Number,Company,Date Active,Date Expired,Date Request,Date Submit,Date Approval
REQ22SUB01566,APTRINDO,0000001689756605,CA4001211,L9358UN,PT SURYA BUANA SENTOSA,2022-9-16,2024-9-16,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01567,MANDIRI,0000001689283837,CA4001230,B9850PO,PT MULTI BERKAH MANDIRI,2022-9-20,2024-9-20,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01568,APTRINDO,0000001704771197,CA4001266,L9975UT,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01569,MANDIRI,0000001688584797,CA4001227,L8758AG,PT MULTI BERKAH MANDIRI,2022-9-20,2024-9-20,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01570,APTRINDO,0000001704890013,CA4001264,L9035UT,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01571,APTRINDO,0000001705965837,CA4001214,L9868UG,PT SURYA BUANA SENTOSA,2022-9-16,2024-9-16,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01572,MANDIRI,0000001704708509,CA4001504,L9687UI,PT HINDRIA INDAH,2022-9-19,2024-9-19,2022-9-16,2022-9-19,2022-9-19
REQ22SUB01573,MANDIRI,0000001706047661,CA4001251,S9611JF,PT MULTI BERKAH MANDIRI,2022-9-20,2024-9-20,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01574,APTRINDO,0000001689610477,CA4001215,L9569UX,PT SURYA BUANA SENTOSA,2022-9-16,2024-9-16,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01575,APTRINDO,0000001706352445,CA4001498,D9542AD,PT AL AMIN LOGISTIK INDONESIA BHIRAWA,2022-9-21,2024-9-21,2022-9-16,2022-9-19,2022-9-19
REQ22SUB01576,APTRINDO,0000001686456429,CA4001509,L9836UY,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-16,2022-9-19,2022-9-19
REQ22SUB01577,MANDIRI,0000001704780445,CA4001505,L8327UV,PT HINDRIA INDAH,2022-9-19,2024-9-19,2022-9-16,2022-9-19,2022-9-19
REQ22SUB01578,APTRINDO,0000001809585933,CA4001243,L9029UT,PT SURYA BUANA SENTOSA,2022-9-16,2024-9-16,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01579,APTRINDO,0000001689255853,CA4001234,L9391UQ,PT SURYA BUANA SENTOSA,2022-9-16,2024-9-16,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01580,APTRINDO,0000001704843341,CA4001429,L8567UI,PT. JAVA EXPO ASIA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01581,APTRINDO,0000001687158589,CA4001430,L9755UJ,PT. JAVA EXPO ASIA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01582,APTRINDO,0000001705044029,CA4001431,B9023UIX,PT. JAVA EXPO ASIA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01583,APTRINDO,0000001687457613,CA4001253,L9448UG,PT. JAVA EXPO ASIA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01584,APTRINDO,0000001687197101,CA4001432,L8237UV,PT. JAVA EXPO ASIA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01585,MANDIRI,,CA4001816,L8919UJ,PT. ARMADA BERKAT ANUGERAH,,,2022-9-16,2022-9-22,2022-9-23
REQ22SUB01586,APTRINDO,,CA4001433,N9282UT,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01587,APTRINDO,,CA4001501,H9981MG,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-16,2022-9-19,2022-9-19
REQ22SUB01588,APTRINDO,,CA4001327,B9251EB,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01589,APTRINDO,,CA4001434,B9959JJ,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01590,MANDIRI,0000001705909485,CA4001345,B9844L,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01591,MANDIRI,,CA4001329,L8849UT,PT EMITRACO TRANSPORTASI MANDIRI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01592,MANDIRI,0000001705649645,CA4001346,L8482UW,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01593,MANDIRI,0000001687392957,CA4001365,L8277UP,PT. JAYA BARU MELANTI,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01594,MANDIRI,,CA4001435,L8277UT,PT. REFCON CARGO INTERNATIONAL,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01595,MANDIRI,0000001705925485,CA4001347,L8645UU,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01596,MANDIRI,0000001687965917,CA4001348,L8773UO,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01597,MANDIRI,0000001687864957,CA4001350,L9456UO,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01598,MANDIRI,0000001706094813,CA4001353,B9980ND,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01599,MANDIRI,0000001706411181,CA4001358,L8051UH,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01600,MANDIRI,0000001688023725,CA4001360,L8271UE,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01601,MANDIRI,0000001706334189,CA4001361,L9362UG,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01602,MANDIRI,0000001705837869,CA4001363,L9937UM,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01603,MANDIRI,,CA4001704,L8699UA,PT. ARMADA BERKAT ANUGERAH,,,2022-9-16,2022-9-21,2022-9-22
REQ22SUB01604,ORGANDA,,CA4001436,L9791UK,PT. SUMBER REJEKI PUTRA,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01605,MANDIRI,0000001705885533,CA4001366,L8195UW,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01606,ORGANDA,,CA4001437,L8339UZ,PT. SUMBER REJEKI PUTRA,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01607,MANDIRI,0000001705106269,CA4001376,L8511VE,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01608,MANDIRI,0000001705860973,CA4001379,L9358UY,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01609,APTRINDO,0000001687203997,CA4001278,L8843UN,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01610,MANDIRI,0000001705374205,CA4001381,S8107UJ,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01611,APTRINDO,0000001687448781,CA4001279,L9940U0,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01612,MANDIRI,0000001809522093,CA4001476,W8984UY,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01613,APTRINDO,0000001704775693,CA4001280,L9606UV,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01614,APTRINDO,0000001687209149,CA4001281,L9086UR,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01615,MANDIRI,0000001687487581,CA4001439,W8348UW,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01616,MANDIRI,0000001687245069,CA4001440,L9335CF,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01617,ORGANDA,,CA4001443,L9638UA,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01618,MANDIRI,,CA4001530,N8189UW,PT AMAN SAMUDERA LINES,,,2022-9-16,2022-9-19,2022-9-19
REQ22SUB01619,MANDIRI,0000001687239965,CA4001441,N8604UA,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01620,MANDIRI,0000001808164557,CA4001473,L8759UR,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01621,MANDIRI,0000001809132925,CA4001474,L9115UU,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01622,MANDIRI,0000001704761469,CA4001449,L8368UU,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01623,APTRINDO,,CA4001444,L9471DV,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01624,APTRINDO,,CA4001442,L9005UK,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01625,APTRINDO,0000001687163213,CA4001282,L9005UL,PT. LANCAR JAYA TRANSPORTASI,2022-9-19,2024-9-19,2022-9-16,2022-9-16,2022-9-16
REQ22SUB01626,ORGANDA,,CA4001461,L8384UE,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01627,APTRINDO,,CA4001445,L9438UV,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01628,APTRINDO,0000001688507581,CA4001462,L9776UN,PT. LANCAR JAYA TRANSPORTASI,2022-9-23,2024-9-23,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01629,ORGANDA,,CA4001463,L8256UO,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01630,MANDIRI,0000001687259709,CA4001438,L9942UY,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01631,APTRINDO,,CA4001464,L9746US,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01632,APTRINDO,,CA4001465,L9006UC,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01633,MANDIRI,0000001809118797,CA4001472,S8677UT,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01634,APTRINDO,0000001688978285,CA4001466,L9015UC,PT. LANCAR JAYA TRANSPORTASI,2022-9-23,2024-9-23,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01635,APTRINDO,0000001706112349,CA4001467,L9015UD,PT. LANCAR JAYA TRANSPORTASI,2022-9-23,2024-9-23,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01636,MANDIRI,0000001705334701,CA4001411,L9830BY,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01637,ORGANDA,,CA4001468,L9244UP,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01638,APTRINDO,,,L9227UR,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,
REQ22SUB01639,APTRINDO,,CA4001471,L9166UF,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01640,APTRINDO,,CA4001475,L9004UF,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01641,APTRINDO,0000001706378157,CA4001486,L9798UK,PT. LANCAR JAYA TRANSPORTASI,2022-9-23,2024-9-23,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01642,MANDIRI,0000001687460509,CA4001412,L8528UL,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01643,ORGANDA,,CA4001487,L8785UM,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01644,ORGANDA,,CA4001488,L8407UA,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01645,MANDIRI,0000001687163837,CA4001450,L8529UL,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01646,ORGANDA,,CA4001489,L8074US,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01647,ORGANDA,,CA4001490,L8381UA,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01648,APTRINDO,,CA4001775,L9762UK,PT. LANCAR JAYA TRANSPORTASI,,,2022-9-16,2022-9-23,2022-9-23
REQ22SUB01649,ORGANDA,,CA4001480,L8110UF,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01650,MANDIRI,0000001705289965,CA4001451,L8841US,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01651,ORGANDA,,CA4001479,L8621UM,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01652,ORGANDA,,CA4001478,L8133UA,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01653,ORGANDA,,CA4001477,L8786UB,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01654,MANDIRI,0000001705594461,CA4001456,L8527UL,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01655,ORGANDA,,CA4001481,L8545UT,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01656,ORGANDA,,CA4001482,L8308UL,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01657,ORGANDA,,CA4001483,L9849UF,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01658,ORGANDA,,CA4001484,L8876UX,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01659,ORGANDA,,CA4001485,L9040UH,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01660,ORGANDA,,CA4001491,L9095UA,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01661,ORGANDA,,CA4001492,L9571UY,PT. EMKL KHARISMA JASA GEMILANG,,,2022-9-16,2022-9-16,2022-9-18
REQ22SUB01662,MANDIRI,0000001705815549,CA4001455,L8526UL,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01663,MANDIRI,0000001705781517,CA4001454,L8040UJ,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01664,MANDIRI,0000001704389309,CA4001453,L9563UO,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01665,MANDIRI,0000001705301709,CA4001452,L8027UJ,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01666,MANDIRI,0000001688284525,CA4001382,L8364UD,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-16,2022-9-18,2022-9-18
REQ22SUB01667,MANDIRI,0000001687304957,CA4001341,H8225OG,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-16,2022-9-17,2022-9-18
REQ22SUB01668,MANDIRI,0000001807642605,CA4001470,L9564UO,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01669,MANDIRI,0000001687176493,CA4001446,L8710UU,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01670,MANDIRI,0000001687452733,CA4001447,L8588UL,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01671,APTRINDO,0000001688088957,CA4001497,B9432TU,PT AL AMIN LOGISTIK INDONESIA BHIRAWA,2022-9-21,2024-9-21,2022-9-17,2022-9-19,2022-9-19
REQ22SUB01672,APTRINDO,0000001690000461,CA4001678,L8613UX,PT AL AMIN LOGISTIK INDONESIA BHIRAWA,2022-9-23,2024-9-23,2022-9-17,2022-9-21,2022-9-21
REQ22SUB01673,MANDIRI,,CA4001377,L9487UR,PT GARUDA TRANS ABADI,,,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01674,MANDIRI,0000001687498477,CA4001342,W8858NZ,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01675,APTRINDO,,CA4001373,L9869UM,PT SEJATI INTER-TRANS LOGISTIC,,,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01676,ORGANDA,,,L8058UA,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,
REQ22SUB01677,APTRINDO,,CA4001372,DK8097FP,PT SEJATI INTER-TRANS LOGISTIC,,,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01678,ORGANDA,,CA4001648,L8068UP,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,2022-9-21
REQ22SUB01679,MANDIRI,0000003065288080,CA4001343,B9447KT,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01680,ORGANDA,,,L8089UB,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,
REQ22SUB01681,MANDIRI,0000001687268109,CA4001364,L8168UB,PT. JAYA BARU MELANTI,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01682,MANDIRI,0000001271838665,CA4001356,L9320UY,PT. JAYA BARU MELANTI,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01683,MANDIRI,0000001271667049,CA4001344,L9411UY,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01684,MANDIRI,0000001704467565,CA4001362,L8357UE,PT. JAYA BARU MELANTI,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01685,ORGANDA,,CA4001650,L8103UA,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,2022-9-21
REQ22SUB01686,ORGANDA,,CA4001652,L8684UM,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,2022-9-21
REQ22SUB01687,ORGANDA,,CA4001653,L8976UF,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,2022-9-21
REQ22SUB01688,ORGANDA,,CA4001655,L9334UP,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,2022-9-21
REQ22SUB01689,ORGANDA,,CA4001659,L9370UP,PT. ADIL SENTOSA ABADI,,,2022-9-17,2022-9-20,2022-9-21
REQ22SUB01690,APTRINDO,,CA4001371,DK8387FR,PT SEJATI INTER-TRANS LOGISTIC,,,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01692,MANDIRI,0000001687307613,CA4001337,B9991OJ,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01693,MANDIRI,0000001270725657,CA4001370,L9046UK,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01694,APTRINDO,0000001687517933,CA4001311,L9976UE,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01695,APTRINDO,0000001687249213,CA4001496,L9890UP,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-19,2022-9-19
REQ22SUB01696,APTRINDO,0000001704948093,CA4001312,L9887UP,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01697,APTRINDO,0000001687515933,CA4001313,S9539UF,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01698,APTRINDO,0000001688629053,CA4001314,L9763UG,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01699,APTRINDO,0000001689101549,CA4001315,L9862UP,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01699,APTRINDO,0000001689502237,CA4001316,S9541UF,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01700,APTRINDO,0000001689449901,CA4001317,L9469UW,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01701,APTRINDO,0000001705605277,CA4001318,L8521UX,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01702,MANDIRI,,CA4001369,L9450UG,PT GARUDA TRANS ABADI,,,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01703,APTRINDO,0000001705704541,CA4001319,L8936UK,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01704,APTRINDO,0000001689620317,CA4001320,L8616UL,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-17
REQ22SUB01705,APTRINDO,0000001687456685,CA4001321,L8275UQ,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01706,APTRINDO,0000001704789581,CA4001322,L9892UN,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01707,APTRINDO,0000001704657613,CA4001323,S9807UF,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01708,APTRINDO,0000001704584333,CA4001495,S9806UF,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-17,2022-9-19,2022-9-19
REQ22SUB01709,MANDIRI,0000001687311101,CA4001448,S8373UN,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01710,MANDIRI,0000001705649293,CA4001457,S9282UK,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01711,MANDIRI,0000001705703517,CA4001458,L8834UV,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01712,MANDIRI,0000001687522813,CA4001469,L9858UD,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01713,MANDIRI,0000001706226029,CA4001459,L8922UP,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01714,MANDIRI,0000001808294701,CA4001460,N8932UR,PT LUCKY JAYA TRANS,2022-9-19,2024-9-19,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01715,MANDIRI,,,S8258NF,PT SIDOLUHUR MAS GROUP,,,2022-9-17,2022-9-18,
REQ22SUB01716,MANDIRI,0000001687365341,CA4001336,L8323UA,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01717,MANDIRI,0000001687492125,CA4001335,L9793BY,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01718,MANDIRI,0000001687177437,CA4001331,L8997UH,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01719,MANDIRI,0000001687454877,CA4001330,S9130UQ,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01720,MANDIRI,0000001687517853,CA4001328,L9812UX,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01721,MANDIRI,0000001704507501,CA4001326,L9840UE,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01722,MANDIRI,0000001687446253,CA4001332,L9928UE,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-18,2022-9-18
REQ22SUB01723,MANDIRI,0000001704999517,CA4001325,N8732UR,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01724,MANDIRI,0000001704623709,CA4001324,S9518NC,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-17,2022-9-17,2022-9-18
REQ22SUB01725,MANDIRI,0000001704643085,CA4001333,W8013UP,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-18,2022-9-18,2022-9-18
REQ22SUB01726,MANDIRI,0000001687488061,CA4001334,W9042UQ,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-18,2022-9-18,2022-9-18
REQ22SUB01727,MANDIRI,0000001704892845,CA4001338,L8101XH,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-18,2022-9-18,2022-9-18
REQ22SUB01728,MANDIRI,,CA4001400,L8642UJ,PT. REFCON CARGO INTERNATIONAL,,,2022-9-18,2022-9-18,2022-9-18
REQ22SUB01729,MANDIRI,,CA4001494,L8645UV,PT. REFCON CARGO INTERNATIONAL,,,2022-9-18,2022-9-18,2022-9-18
REQ22SUB01730,MANDIRI,,CA4001493,B9478HJ,PT. REFCON CARGO INTERNATIONAL,,,2022-9-18,2022-9-18,2022-9-18
REQ22SUB01731,MANDIRI,0000001690208749,CA4001511,B9839XQ,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-18,2022-9-19,2022-9-19
